,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
93799,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,8 years,739.0,5000.0,9.17
72247,I,C,MORTGAGE,f,debt_consolidation, 60 months,Verified,< 1 year,529.0,7100.54,13.98
4733,I,C,RENT,w,debt_consolidation, 36 months,Verified,5 years,554.0,2114.97,14.31
55442,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,559.0,3406.19,13.35
54684,I,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,8 years,549.0,4282.55,13.98
44756,W,E,MORTGAGE,f,credit_card, 36 months,Source Verified,9 years,754.0,10425.0,18.99
1404,E,C,RENT,w,credit_card, 60 months,Verified,,579.0,1048.71,14.99
77126,I,C,MORTGAGE,w,home_improvement, 60 months,Source Verified,10+ years,584.0,2244.21,14.99
98994,W,D,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,654.0,6275.0,18.24
78061,E,C,RENT,f,other, 36 months,Not Verified,< 1 year,569.0,943.86,14.49
8474,W,B,MORTGAGE,f,other, 36 months,Not Verified,10+ years,724.0,10500.0,9.49
92150,I,E,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,614.0,7221.85,18.99
17638,E,D,RENT,w,credit_card, 60 months,Source Verified,5 years,554.0,3840.39,17.14
48520,I,C,MORTGAGE,f,credit_card, 36 months,Not Verified,6 years,589.0,14500.0,13.98
14378,I,C,OWN,f,debt_consolidation, 36 months,Not Verified,10+ years,684.0,18000.0,14.99
92693,I,F,MORTGAGE,w,home_improvement, 60 months,Source Verified,10+ years,674.0,12000.0,24.08
30223,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,,729.0,7000.0,15.99
93644,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,699.0,8000.0,14.49
50808,E,F,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,619.0,1138.8,25.57
18415,I,D,MORTGAGE,w,credit_card, 60 months,Verified,,629.0,1642.97,17.14
73850,E,B,OWN,f,credit_card, 36 months,Source Verified,6 years,594.0,13080.91,12.49
26720,E,D,RENT,f,debt_consolidation, 36 months,Verified,2 years,774.0,5725.0,16.49
11914,I,B,OWN,f,debt_consolidation, 36 months,Source Verified,10+ years,669.0,5600.0,10.49
88932,E,D,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,4 years,549.0,5511.34,17.57
74039,W,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,569.0,6617.05,10.15
92849,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,6 years,759.0,10775.0,14.99
72125,W,A,RENT,f,debt_consolidation, 36 months,Verified,6 years,699.0,20300.0,6.03
7897,I,C,RENT,w,debt_consolidation, 60 months,Not Verified,9 years,719.0,16500.0,14.99
67032,E,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,1 year,554.0,1780.77,11.67
59880,I,C,OWN,w,debt_consolidation, 36 months,Not Verified,10+ years,499.0,3391.59,12.99
66731,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,554.0,6005.35,10.99
81274,W,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,559.0,4903.17,18.24
47426,I,C,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,499.0,3429.7,14.49
29936,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,719.0,5000.0,6.99
8662,I,D,RENT,f,credit_card, 36 months,Not Verified,2 years,629.0,3135.33,15.59
25592,E,D,MORTGAGE,w,home_improvement, 60 months,Source Verified,9 years,554.0,12177.71,15.99
51132,I,B,OWN,f,debt_consolidation, 36 months,Source Verified,2 years,509.0,2864.16,12.49
91182,E,D,OWN,f,debt_consolidation, 36 months,Source Verified,2 years,554.0,3868.86,16.29
6108,W,B,RENT,w,car, 60 months,Verified,10+ years,649.0,15000.0,11.99
33594,E,B,RENT,f,credit_card, 36 months,Not Verified,< 1 year,649.0,1357.7,10.99
61762,I,B,MORTGAGE,w,credit_card, 36 months,Verified,,769.0,14475.0,9.17
59355,E,B,MORTGAGE,w,credit_card, 60 months,Source Verified,< 1 year,704.0,21000.0,10.15
73828,I,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,6 years,524.0,2432.59,14.49
81567,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,3 years,574.0,6400.0,10.15
98350,E,E,MORTGAGE,w,other, 60 months,Not Verified,,669.0,10125.0,20.2
5870,E,F,MORTGAGE,f,other, 60 months,Verified,1 year,724.0,11200.0,24.99
40473,I,B,MORTGAGE,w,home_improvement, 36 months,Not Verified,2 years,604.0,5319.37,9.17
27861,E,C,RENT,f,credit_card, 36 months,Source Verified,2 years,714.0,10000.0,12.99
69213,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,679.0,15000.0,10.99
89789,I,C,RENT,w,credit_card, 60 months,Source Verified,1 year,579.0,7539.46,14.99
63853,W,D,RENT,f,small_business, 36 months,Verified,2 years,599.0,3413.25,17.57
67037,I,B,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,514.0,6134.25,10.15
77100,W,B,RENT,f,car, 36 months,Source Verified,1 year,744.0,7000.0,9.17
146,W,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,2 years,559.0,6150.0,17.86
90951,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,834.0,8000.0,12.49
47444,I,G,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,559.0,9012.64,25.89
73105,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,9 years,674.0,301.98,12.99
74297,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,719.0,28000.0,12.49
86521,I,C,RENT,w,debt_consolidation, 60 months,Verified,10+ years,629.0,35000.0,13.35
62097,I,D,MORTGAGE,w,home_improvement, 60 months,Not Verified,6 years,504.0,4491.59,15.61
4840,W,C,RENT,w,home_improvement, 36 months,Not Verified,2 years,554.0,137.7,14.31
24663,E,B,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,529.0,10974.12,11.99
99200,I,B,RENT,w,debt_consolidation, 36 months,Verified,2 years,739.0,4800.0,10.99
67461,W,C,MORTGAGE,w,credit_card, 36 months,Source Verified,< 1 year,564.0,2336.49,12.99
93569,I,E,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,7 years,669.0,5025.0,18.99
93109,E,C,RENT,w,debt_consolidation, 60 months,Source Verified,8 years,514.0,4619.57,13.98
31878,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,,499.0,3272.65,15.61
85711,W,E,RENT,f,debt_consolidation, 60 months,Verified,2 years,609.0,2467.81,20.99
40220,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,549.0,648.71,14.49
32853,E,D,OWN,f,debt_consolidation, 36 months,Not Verified,10+ years,684.0,10000.0,16.29
84930,W,E,RENT,f,debt_consolidation, 36 months,Verified,10+ years,629.0,8000.0,22.15
78770,I,D,RENT,w,debt_consolidation, 36 months,Source Verified,8 years,504.0,4404.66,16.29
11653,E,B,RENT,w,debt_consolidation, 36 months,Source Verified,4 years,704.0,24000.0,9.49
97076,I,C,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,524.0,3227.87,13.35
16376,I,B,OWN,f,other, 36 months,Not Verified,5 years,609.0,935.19,11.44
38268,I,C,MORTGAGE,w,small_business, 36 months,Verified,10+ years,739.0,6800.0,14.49
66294,I,E,MORTGAGE,w,home_improvement, 60 months,Not Verified,10+ years,599.0,2326.95,20.2
94805,E,B,RENT,f,debt_consolidation, 36 months,Verified,10+ years,709.0,13000.0,10.99
16484,I,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,704.0,9925.0,12.39
86775,I,A,RENT,w,credit_card, 36 months,Not Verified,8 years,564.0,12000.0,6.03
2574,W,A,MORTGAGE,w,credit_card, 36 months,Source Verified,5 years,759.0,24000.0,6.03
8564,W,A,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,629.0,14572.72,7.49
47904,E,C,MORTGAGE,w,credit_card, 60 months,Source Verified,4 years,654.0,2177.44,14.49
32308,I,E,RENT,w,debt_consolidation, 60 months,Verified,6 years,629.0,10000.0,20.2
20519,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,654.0,12000.0,9.49
86532,I,E,MORTGAGE,f,home_improvement, 36 months,Verified,3 years,719.0,3200.0,18.99
11990,E,B,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,719.0,8000.0,10.49
66574,W,D,MORTGAGE,w,credit_card, 60 months,Verified,5 years,584.0,5980.62,15.61
74578,I,B,RENT,f,credit_card, 36 months,Source Verified,< 1 year,689.0,9600.0,10.99
26872,E,B,RENT,w,credit_card, 60 months,Source Verified,3 years,559.0,3704.26,11.44
67018,I,E,MORTGAGE,w,debt_consolidation, 60 months,Verified,9 years,644.0,5680.48,20.99
51923,I,C,RENT,f,credit_card, 36 months,Not Verified,2 years,694.0,8000.0,13.35
57364,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,2 years,739.0,8000.0,11.67
4611,W,E,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,6 years,509.0,2532.24,19.24
45949,I,B,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,769.0,6000.0,9.17
56627,I,F,RENT,w,debt_consolidation, 36 months,Verified,6 years,504.0,1292.52,24.5
16868,W,D,RENT,w,credit_card, 36 months,Verified,,509.0,3569.68,15.59
98554,W,C,RENT,w,credit_card, 36 months,Not Verified,2 years,589.0,6512.25,13.35
51804,E,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,6 years,554.0,2013.11,17.57
74339,W,E,RENT,f,debt_consolidation, 36 months,Verified,10+ years,499.0,13570.18,18.99
32690,W,C,RENT,f,credit_card, 36 months,Not Verified,9 years,559.0,218.4,14.49
51856,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,499.0,20000.0,13.35
18066,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,9 years,504.0,8922.44,16.49
86708,I,E,MORTGAGE,w,other, 36 months,Source Verified,10+ years,499.0,308.0,20.99
70602,W,E,RENT,w,debt_consolidation, 60 months,Source Verified,9 years,629.0,11950.0,18.99
56271,I,E,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,10+ years,499.0,827.57,20.2
49140,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,694.0,20450.0,10.99
189,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,3 years,704.0,10000.0,9.49
6119,E,D,OWN,f,home_improvement, 36 months,Verified,9 years,499.0,86.63,16.49
49390,W,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,7 years,609.0,3525.54,15.61
7991,I,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,684.0,8000.0,7.49
95588,I,D,MORTGAGE,w,credit_card, 60 months,Source Verified,2 years,554.0,5164.53,16.29
76266,E,C,MORTGAGE,w,credit_card, 60 months,Source Verified,6 years,689.0,24000.0,12.99
48437,I,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,604.0,2056.38,14.49
1836,W,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,669.0,1902.73,8.19
55280,E,C,RENT,w,debt_consolidation, 60 months,Source Verified,2 years,724.0,18000.0,14.49
63675,E,E,RENT,f,debt_consolidation, 36 months,Not Verified,6 years,584.0,991.14,20.2
48787,E,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,1 year,634.0,3772.31,10.99
22889,E,B,MORTGAGE,f,credit_card, 36 months,Not Verified,7 years,744.0,18000.0,8.67
26876,E,B,OWN,f,home_improvement, 36 months,Source Verified,7 years,699.0,15000.0,10.49
96371,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,534.0,146.58,20.2
96397,I,C,OWN,w,debt_consolidation, 36 months,Source Verified,3 years,579.0,2675.86,13.98
68021,E,D,OWN,w,home_improvement, 36 months,Verified,,644.0,9478.5,15.61
57035,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,4 years,499.0,1347.59,14.99
7136,E,C,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,729.0,27425.0,14.99
19921,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,709.0,28000.0,10.49
45465,I,E,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,569.0,2616.41,18.99
91419,E,C,OWN,w,medical, 36 months,Not Verified,6 years,599.0,0.0,14.49
78701,I,C,OWN,f,debt_consolidation, 36 months,Source Verified,6 years,664.0,2000.0,13.98
92386,W,E,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,664.0,6000.0,18.99
18018,E,C,RENT,f,credit_card, 36 months,Source Verified,9 years,549.0,3637.57,12.99
96118,I,B,MORTGAGE,w,medical, 36 months,Source Verified,10+ years,519.0,4513.85,11.67
6216,E,D,RENT,f,small_business, 36 months,Not Verified,7 years,694.0,8525.0,17.86
17898,I,C,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,704.0,15850.0,12.39
89820,I,C,RENT,f,credit_card, 36 months,Not Verified,2 years,709.0,9600.0,13.35
94894,E,C,RENT,f,debt_consolidation, 60 months,Not Verified,3 years,659.0,19000.0,13.35
15765,I,F,MORTGAGE,w,home_improvement, 60 months,Verified,1 year,594.0,3318.46,24.5
51589,W,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,2 years,614.0,3650.0,13.98
59921,E,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,2 years,719.0,8425.0,16.29
78772,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,604.0,7972.8,6.49
64402,E,E,RENT,w,other, 36 months,Not Verified,3 years,564.0,4750.0,19.52
47252,E,G,OWN,w,credit_card, 60 months,Source Verified,< 1 year,559.0,8248.6,25.8
58125,E,E,MORTGAGE,w,debt_consolidation, 60 months,Verified,,579.0,6832.95,20.2
63662,E,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,614.0,12106.73,20.2
4939,E,C,MORTGAGE,w,home_improvement, 60 months,Not Verified,3 years,729.0,15000.0,13.66
85158,W,F,RENT,w,credit_card, 60 months,Verified,< 1 year,674.0,12825.0,25.57
19665,W,D,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,654.0,6075.0,15.59
89485,E,B,RENT,w,credit_card, 36 months,Not Verified,9 years,694.0,13000.0,10.15
95623,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,2 years,624.0,11449.35,14.99
22364,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,8 years,554.0,6588.22,12.99
19929,W,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,689.0,15000.0,12.99
94509,E,C,RENT,w,credit_card, 36 months,Not Verified,1 year,564.0,7575.0,13.35
75517,W,D,RENT,w,debt_consolidation, 36 months,Verified,2 years,634.0,5000.0,17.57
46851,E,F,MORTGAGE,f,small_business, 60 months,Verified,< 1 year,604.0,2273.95,24.08
69364,W,D,RENT,f,debt_consolidation, 60 months,Verified,3 years,499.0,6212.74,17.57
54799,E,B,OWN,w,debt_consolidation, 60 months,Verified,10+ years,629.0,2853.85,11.67
74252,E,C,MORTGAGE,f,home_improvement, 36 months,Verified,10+ years,579.0,10052.3,13.35
26729,I,B,RENT,w,credit_card, 36 months,Not Verified,5 years,534.0,6221.99,11.44
26631,W,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,644.0,20725.0,15.99
75397,E,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,8 years,684.0,15900.0,14.99
94308,E,E,RENT,w,credit_card, 60 months,Source Verified,3 years,534.0,957.12,19.52
23514,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,699.0,26000.0,7.49
45578,E,C,MORTGAGE,w,credit_card, 36 months,Source Verified,6 years,554.0,1922.56,13.98
66165,E,C,MORTGAGE,w,car, 60 months,Source Verified,1 year,539.0,5130.7,14.49
18609,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,719.0,3000.0,11.44
45175,E,E,MORTGAGE,w,car, 60 months,Verified,,674.0,21600.0,19.52
35560,E,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,514.0,3066.27,16.29
24307,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,< 1 year,754.0,15000.0,7.49
53286,I,C,MORTGAGE,w,other, 36 months,Not Verified,9 years,504.0,5865.63,13.98
57032,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,609.0,21710.76,10.15
91457,E,E,RENT,f,debt_consolidation, 36 months,Verified,< 1 year,629.0,1000.0,20.99
99038,E,B,OWN,f,credit_card, 36 months,Not Verified,3 years,634.0,2504.42,10.99
99655,E,B,OWN,w,credit_card, 36 months,Source Verified,10+ years,699.0,20000.0,10.15
11947,W,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,704.0,5000.0,8.67
22399,I,B,OWN,w,debt_consolidation, 60 months,Not Verified,10+ years,809.0,15000.0,9.49
98473,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,5 years,759.0,5200.0,7.69
9146,W,B,OWN,w,home_improvement, 36 months,Verified,,719.0,5500.0,8.67
42779,I,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,9 years,684.0,25000.0,25.57
65525,I,D,MORTGAGE,w,credit_card, 36 months,Verified,8 years,679.0,19675.0,17.57
96602,E,B,RENT,w,debt_consolidation, 36 months,Verified,< 1 year,519.0,2460.47,10.99
17291,I,E,OWN,f,debt_consolidation, 36 months,Verified,9 years,619.0,5950.0,19.99
26084,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,8 years,644.0,5571.09,8.67
75745,I,F,OWN,w,debt_consolidation, 60 months,Not Verified,10+ years,559.0,6503.1,24.5
70049,E,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,714.0,8000.0,7.12
95966,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,714.0,14000.0,7.69
55948,I,A,MORTGAGE,f,car, 36 months,Not Verified,6 years,779.0,5000.0,6.49
16371,I,C,RENT,f,debt_consolidation, 36 months,Verified,1 year,789.0,32000.0,12.99
50084,E,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,604.0,2337.45,12.99
66623,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,4 years,549.0,5707.27,12.99
78242,I,C,RENT,w,other, 36 months,Verified,2 years,499.0,977.84,14.99
99186,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,4 years,639.0,4204.56,12.99
5850,I,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,,594.0,3785.94,19.99
63286,W,C,MORTGAGE,w,major_purchase, 36 months,Source Verified,,659.0,584.27,13.98
99157,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,739.0,1000.0,7.69
64573,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,7 years,589.0,5185.89,16.99
6500,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,694.0,1800.0,6.99
84508,E,D,RENT,f,medical, 36 months,Not Verified,3 years,569.0,360.74,16.99
11956,I,C,OWN,w,debt_consolidation, 36 months,Not Verified,10+ years,694.0,7000.0,13.66
43304,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,619.0,5594.08,14.49
65325,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,2 years,589.0,1819.95,14.49
57230,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,644.0,1075.87,18.99
61918,I,A,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,704.0,10000.0,7.69
85528,E,C,OWN,f,debt_consolidation, 36 months,Source Verified,8 years,764.0,8400.0,13.35
45715,I,D,OWN,f,debt_consolidation, 36 months,Verified,,634.0,9000.0,16.99
72074,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,2 years,704.0,6950.0,13.35
4125,E,B,RENT,f,credit_card, 36 months,Source Verified,< 1 year,784.0,15000.0,10.49
11716,I,D,OWN,f,credit_card, 36 months,Source Verified,6 years,744.0,15350.0,17.14
83867,I,B,RENT,f,debt_consolidation, 36 months,Verified,,769.0,365.78,12.49
36782,I,E,RENT,w,credit_card, 36 months,Verified,,554.0,2358.09,20.2
33279,I,A,RENT,w,credit_card, 36 months,Source Verified,10+ years,729.0,18000.0,6.49
3151,E,D,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,534.0,2379.19,15.59
27263,I,D,RENT,w,credit_card, 60 months,Not Verified,< 1 year,614.0,16000.0,15.99
35002,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,744.0,9100.0,8.39
84660,E,B,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,594.0,1930.62,10.99
24404,I,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,584.0,1222.99,14.99
44288,E,A,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,714.0,25000.0,8.39
91599,E,E,RENT,w,debt_consolidation, 60 months,Verified,4 years,559.0,8530.79,20.2
40480,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,684.0,12000.0,14.99
27251,I,D,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,514.0,4469.3,15.59
33834,E,D,RENT,w,major_purchase, 36 months,Source Verified,3 years,679.0,10150.0,16.29
15240,E,C,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,569.0,7822.04,12.39
70196,E,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,604.0,5319.67,8.39
69956,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,,539.0,2015.55,16.29
84579,I,D,OWN,f,debt_consolidation, 36 months,Verified,2 years,524.0,19021.5,18.24
67806,I,D,MORTGAGE,f,home_improvement, 60 months,Source Verified,4 years,604.0,2008.15,17.57
89622,E,F,RENT,f,debt_consolidation, 36 months,Verified,4 years,674.0,3600.0,23.43
47663,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,8 years,749.0,15000.0,7.12
55461,E,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,539.0,18333.65,15.61
98246,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,724.0,12000.0,10.99
28560,I,B,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,714.0,7200.0,11.44
91351,I,B,RENT,w,other, 36 months,Source Verified,10+ years,734.0,5000.0,9.17
72560,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,4 years,709.0,20000.0,13.98
57024,I,C,MORTGAGE,f,small_business, 36 months,Verified,,704.0,4000.0,12.99
35344,W,C,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,719.0,7200.0,13.35
28016,E,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,6 years,564.0,6387.96,16.49
69258,I,C,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,699.0,10000.0,14.49
76150,E,A,RENT,f,debt_consolidation, 36 months,Source Verified,9 years,789.0,28000.0,7.12
